,VideoID,Start,End,AnnotationTime,Description,true_id,Tenemos video
36907,N6SglZopfmk,97,111,625,A man applying shaving cream to his face.,N6SglZopfmk_97_111,1
36983,P4IjNV3lZkQ,136,144,794,A woman pours oil into a skillet from a plastic bottle while she is talking.,P4IjNV3lZkQ_136_144,1
37030,pmEKZ6yVewc,0,10,11,A baby pushes a chair.,pmEKZ6yVewc_0_10,1
37094,FTh5zPk34bQ,16,30,2105,A bald man is bleeding as his scalp is slit in a checked pattern while pins are driven into it and all over his face.,FTh5zPk34bQ_16_30,1
37141,Jj4uYHr65H8,28,35,65,"A man forecasts the weather, using a map.",Jj4uYHr65H8_28_35,1
37197,ri5AyXzxb4o,201,215,64,A man is shooting at a target.,ri5AyXzxb4o_201_215,1
37273,GEXqMH8I3_w,63,68,131,A double-decked bus smashes into the top of a bridge or overpass.,GEXqMH8I3_w_63_68,1
37315,TnPOZVHB3x0,45,55,35,A man skates down a stunt course to do a trick.,TnPOZVHB3x0_45_55,1
37384,JntMAcTlOF0,50,70,84,A young man is being chased through the woods by three other young men.,JntMAcTlOF0_50_70,1
37444,bb6V0Grtub4,174,185,10,A man is playing on drums.,bb6V0Grtub4_174_185,1
37503,BvHnDAsMtUA,0,13,24,A cat is playing with a toy mouse.,BvHnDAsMtUA_0_13,1
37546,Sq7Vt6KC9Yg,17,35,63,garlic and pepper are being mixed.,Sq7Vt6KC9Yg_17_35,1
37619,WAa4-cctmDk,55,70,41,A lady is rolling dough into a flat round shape.,WAa4-cctmDk_55_70,1
37679,gHyXstpe_N8,116,125,114,A man takes a piece of pepperoni pizza out of a pizza box and puts it on the lid after he closes the box.,gHyXstpe_N8_116_125,1
37729,xdhLQCYQ-nQ,50,63,28,A cat jumping into a box.,xdhLQCYQ-nQ_50_63,1
37798,jcRCn7MeSbo,71,82,25,A girl talks to a dog.,jcRCn7MeSbo_71_82,1
37841,QzulzuWr0Zw,20,45,63,Four girls are paddling on a raft.,QzulzuWr0Zw_20_45,1
37962,xBW_uR3kGr4,42,55,131,"A woman is reading something, while another woman measures the first woman's ankle with a tape measure.",xBW_uR3kGr4_42_55,1
38003,RX6NSOuCCAE,13,27,71,A man is throwing blades into a close target outside.,RX6NSOuCCAE_13_27,1
38188,PqSZ89FqpiY,65,75,35,a person preparing broccoli,PqSZ89FqpiY_65_75,1
38266,WEJfT-oB4v4,20,35,182,"A dog looking at himself in a mirror waves, bites, and barks at his image.",WEJfT-oB4v4_20_35,1
38312,Oq3FV_zdyy0,843,855,16,The girl is using sign  language.,Oq3FV_zdyy0_843_855,1
38416,vulNlhUI6m0,7,27,40,Jack Nicholson is being patted down in a bathroom.,vulNlhUI6m0_7_27,1
38475,Rm-RnxN4oHA,215,225,35,A man firing rounds outdoors.,Rm-RnxN4oHA_215_225,1
38539,FxIuFwMhOu8,18,26,38,A cat rolls over to it's side.,FxIuFwMhOu8_18_26,1
38612,m4D72WXFd8s,557,564,24,A woman is taking a picture.,m4D72WXFd8s_557_564,1
38679,jCplbayVbtw,10,20,61,A giant tortoise turns and walks away.,jCplbayVbtw_10_20,1
38720,EpMuCrbxE8A,107,115,34,The group Slayer plays a song onstage.,EpMuCrbxE8A_107_115,1
38787,CHFXTeQWXjo,206,212,36,Bruce Lee kicking several students in a fight.,CHFXTeQWXjo_206_212,1
38853,0sUL0KCIc48,15,25,126,A dog is moving through very deep snow by leaping forward and sinking repeatedly.,0sUL0KCIc48_15_25,1
38902,_xf24TYgbuY,14,20,72,Paper towels are being placed under some bacon.,_xf24TYgbuY_14_20,1
39033,bLqmf8x7rLI,2,8,80,A panda looking dog is walking down a sidewalk.,bLqmf8x7rLI_2_8,1
39089,lexLAjh8fPA,27,31,47,A man is being treated for an emergency in a hospital.,lexLAjh8fPA_27_31,1
39140,FGjtmhI-Rmk,30,37,66,A young man is playing the piano.,FGjtmhI-Rmk_30_37,1
39202,YEmS8ZQIhTA,7,20,74,"Two teams are playing basketball, and a man on the white team makes a basket.",YEmS8ZQIhTA_7_20,1
39254,TgFmoZj3NoM,10,18,56,Someone is slicing white onions with a cleaver.,TgFmoZj3NoM_10_18,1
39367,9LOJmQQktHA,10,18,26,A man gets excited about the fire he lit.,9LOJmQQktHA_10_18,1
39570,ok4cM6WTA5E,178,184,944,A chef pours noodles into a pot.,ok4cM6WTA5E_178_184,1
39615,gCra4qOrjFw,1,17,375,A man dressed in commando clothes is firing from two guns held in both of his hands.,gCra4qOrjFw_1_17,1
39693,IiIiY6o-C9k,59,64,85,A man is talking about a box of something he is holding up that he had pulled out of a larger corrugated cardboard box.,IiIiY6o-C9k_59_64,1
39748,sMscRb9TcQE,146,161,76,An older woman sitting in a chair is handcuffed by a police officer.,sMscRb9TcQE_146_161,1
39918,LwvyrDxM2G0,0,11,20,A man held a baby monkey in his hand.,LwvyrDxM2G0_0_11,1
39974,4z3b4mnw5y4,56,60,50,A man drills holes into a board.,4z3b4mnw5y4_56_60,1
40092,bxDlC7YV5is,0,12,69,A boy is playing a key-board between the people.,bxDlC7YV5is_0_12,1
40191,FCjpuJaUec0,19,26,52,A cat plays in a sink.,FCjpuJaUec0_19_26,1
40246,D9I1Z6O_mbw,141,146,67,A man and a woman are walking in the grass with their arms around each other.,D9I1Z6O_mbw_141_146,1
40302,Aa7yf9XtcJM,45,50,99,"Two women are dancing and kicking up their legs, and a woman sitting appears to be playing a banjo.",Aa7yf9XtcJM_45_50,1
40423,gp8XjWSoP2k,0,10,48,a baby animal playing a persons hand,gp8XjWSoP2k_0_10,1
40482,aN0WsBcja_E,0,15,25,A Siamese kitten is playing with a cat toy.,aN0WsBcja_E_0_15,1
40745,4Tn5S48sCwg,110,118,147,A woman sitting on the ground rubs lotion onto a naked baby's legs who is lying on the woman's legs.,4Tn5S48sCwg_110_118,1
40796,mfJjIOfj6D8,3,10,62,A rhinoceros is grazing in the grass.,mfJjIOfj6D8_3_10,1
40845,s20OlIRK340,147,174,19,A woman is slicing potatoes.,s20OlIRK340_147_174,1
40903,YUlG_PKzpvc,0,8,68,A multitude of penguins are walking.,YUlG_PKzpvc_0_8,1
41027,3_51FhosiVY,93,101,13,A man is on a bed talking on the phone.,3_51FhosiVY_93_101,1
41081,mCrRHP4LFmo,24,40,85,Several teams are playing soccer.,mCrRHP4LFmo_24_40,1
41141,INDhUwDMg-4,220,227,55,A man does several wheelies on a motorcycle.,INDhUwDMg-4_220_227,1
41194,ufFT2BWh3BQ,0,8,75,Two baby pandas are playing.,ufFT2BWh3BQ_0_8,1
41253,c76tShLfQb0,74,81,57,A man is carrying another man over his shoulder.,c76tShLfQb0_74_81,1
41301,BOLKaQeB6j0,101,111,26,A lady is peeling the skin of a boiled potato.,BOLKaQeB6j0_101_111,1
41368,PeUHy0A1GF0,99,103,75,Someone dices carrots into small pieces and adds them to a salad.,PeUHy0A1GF0_99_103,1
41427,r0E-0ntoNWo,20,30,145,A small rabbit looking rodent is sitting in someone's palm and eating a piece of broccoli.,r0E-0ntoNWo_20_30,1
41475,4JVpbYmqfcI,5,19,73,Someone is doing a card trick.,4JVpbYmqfcI_5_19,1
41527,g2IYQq7IkXc,124,132,123,Two polar bears are wrestling in the snow.,g2IYQq7IkXc_124_132,1
41641,u_6tre9_99Q,13,25,72,Elephants are digging in the dirt.,u_6tre9_99Q_13_25,1
41710,1N_Ic2pBM1o,2,23,57,A woman is playing a guitar and singing.,1N_Ic2pBM1o_2_23,1
41836,6GJ1DNOGDAM,223,233,96,A woman is brushing and straightening her hair with a straightening iron while talking.,6GJ1DNOGDAM_223_233,1
41878,DB-3-TVjrxU,58,75,25,A man boxing a bigger man.,DB-3-TVjrxU_58_75,1
42211,Zg0p5TXi_Cc,30,46,73,a man cleaning the top oh his appliances.,Zg0p5TXi_Cc_30_46,1
42376,Lr8ds5iY5uk,8,15,36,A man is giving a lecture on a podium.,Lr8ds5iY5uk_8_15,1
42463,FoL7aWvpvNs,199,204,71,Someone is scrubbing the bottom of their bare foot with a toothbrush.,FoL7aWvpvNs_199_204,1
42513,IpHJffM3G1c,412,418,805,A chef slices a loaf of bread in half.,IpHJffM3G1c_412_418,1
42581,nZSFn51l3hc,318,326,69,Someone is cutting the spare fat off an uncooked rack of ribs.,nZSFn51l3hc_318_326,1
42631,g8LUhxR-6Wg,0,8,50,A bunch of ants are gathering bits of food.,g8LUhxR-6Wg_0_8,1
42682,o4pL7FObqds,243,263,36,A person rides a street bike on the freeway.,o4pL7FObqds_243_263,1
42856,CTIKmoEigCI,3,30,71,A kitten tags a small dog.,CTIKmoEigCI_3_30,1
42980,3eqFFRSXwGE,84,96,212,A brown dog sitting halfway on top of a black dog in a room pins him to the floor.,3eqFFRSXwGE_84_96,1
43171,9Q0JfdP36kI,23,28,55,Someone is cutting excess fat off of raw chicken using scissors.,9Q0JfdP36kI_23_28,1
43220,TPhpsIK7pDc,25,32,15,A hedgehog is sniffing.,TPhpsIK7pDc_25_32,1
43278,-8y1Q0rA3n8,95,102,79,A man with a sword runs ands stabs a cardboard target.,-8y1Q0rA3n8_95_102,1
43378,AX38yo7Wuws,81,91,94,Someone is attempting to cut a rolled up tube of blue construction paper with scissors.,AX38yo7Wuws_81_91,1
43434,v7iIZXtpIb8,5,15,30,A boy is playing a key-board.,v7iIZXtpIb8_5_15,1
43488,mmSQTI6gMNQ,120,128,93,Two men hiding behind a bush are watching two women who are on the street.,mmSQTI6gMNQ_120_128,1
43542,ETUJipdnfOM,0,5,46,A man is playing a saxaphone.,ETUJipdnfOM_0_5,1
43696,6sYmDT5et00,301,339,24,How to make Dinner rolls.,6sYmDT5et00_301_339,1
43738,8NFoN0K3bPg,20,28,18,A girl is firing a rifle at a target.,8NFoN0K3bPg_20_28,1
43804,kuNQpRTc-hA,126,135,226,a baby mother lovable relation,kuNQpRTc-hA_126_135,1
43866,hEOGZoYSvT4,82,86,125,A girl running and rolling something down the lowest bleacher falls down to the floor.,hEOGZoYSvT4_82_86,1
43904,jv-eV6jR3Qw,7,12,14,A man cliff dives into the water.,jv-eV6jR3Qw_7_12,1
43978,Sg5rTYrkpnU,35,48,74,A man is pushing a van from behind while being filmed by cameramen.,Sg5rTYrkpnU_35_48,1
44037,-AwoiGR6c8M,10,14,31,A boy is playing a key-board.,-AwoiGR6c8M_10_14,1
44099,f-24IxG9ijw,25,40,75,A boy is riding a motor-cycle on the seashore.,f-24IxG9ijw_25_40,1
44158,NV6pq1W-I4g,7,16,44,A woman is smoking a cigarette.,NV6pq1W-I4g_7_16,1
44220,KUc1cWKXjDc,20,30,37,Two ducklings wander about outside.,KUc1cWKXjDc_20_30,1
44287,6Lzq1HN33lE,5,15,16,A man plays a flute.,6Lzq1HN33lE_5_15,1
44335,1sffYOXq4Iw,23,49,29,a person cutting a potatoes,1sffYOXq4Iw_23_49,1
44460,EVqc7e8JCco,5,15,15,The zebras are playing.,EVqc7e8JCco_5_15,1
44516,ybVb3t560oY,0,9,16,Chickens are attacking rabbits.,ybVb3t560oY_0_9,1
44576,kzyFBlNRohs,82,88,58,A boy is playing a guitar.,kzyFBlNRohs_82_88,1
44812,27mxaePkYB4,8,14,85,An adult giraffe leans over a fence and nuzzles a baby giraffe.,27mxaePkYB4_8_14,1
44909,fBA_lxUiwSg,2,4,40,A cat is jumping on the table.,fBA_lxUiwSg_2_4,1
44986,LyYJiKxHZz0,0,10,19,Runners are racing on a stretch of road.,LyYJiKxHZz0_0_10,1
45045,62I8I4sCPPQ,12,30,26,A man diving in a lake.,62I8I4sCPPQ_12_30,1
45119,_pj2Nutu5v8,1,8,554,An infant speaks into a microphone.,_pj2Nutu5v8_1_8,1
45234,wSwwS_0MKEc,68,78,63,A small man is drinking a large goblet of beer.,wSwwS_0MKEc_68_78,1
45289,Nd45qJn61Dw,0,10,87,A man in a surgical mask is holding two small animals in the palms of his gloved hands.,Nd45qJn61Dw_0_10,1
45347,KqKUXRHHkCc,101,105,89,A young man gets hit in the face by a gooey substance.,KqKUXRHHkCc_101_105,1
45461,DKgHYLDebx0,0,8,90,A man in a suit is being scrubbed.,DKgHYLDebx0_0_8,1
45568,htry5uxX0-Y,45,52,21,a girl making her bed,htry5uxX0-Y_45_52,1
45638,labytsb3gfI,146,154,29,A clown is singing.,labytsb3gfI_146_154,1
45679,yU5sxW9bErQ,0,17,65,A man is riding a horse down the street.,yU5sxW9bErQ_0_17,1
45758,vDhEpqfhVI0,0,8,16,The panda is lying down.,vDhEpqfhVI0_0_8,1
45813,WG0J2B19ZT8,1,33,41,A woman is getting her hair styled.,WG0J2B19ZT8_1_33,1
45884,iarsmqA3dck,19,25,59,A cheetah is running across a field.,iarsmqA3dck_19_25,1
45951,tqxRDVKtkSY,30,45,20,A man and woman are hugging.,tqxRDVKtkSY_30_45,1
46005,Z-An1QQ66f0,13,25,61,A woman rides motor cycle.,Z-An1QQ66f0_13_25,1
46088,POv7JaE3vJ8,40,50,62,"A man, wearing a billed hat, is playing the harp.",POv7JaE3vJ8_40_50,1
46135,wFPmKChNrhU,3,11,25,A man rides his horse in the dessert.,wFPmKChNrhU_3_11,1
46198,vRC9sBNt9vs,10,16,54,A man is holding a frog in his hand.,vRC9sBNt9vs_10_16,1
46248,88DOMJ11q2M,84,87,59,Animation of a woman diving off a diving board.,88DOMJ11q2M_84_87,1
46312,bruzcOyIGeg,4,12,23,A man drives a remote control car.,bruzcOyIGeg_4_12,1
46418,cnsjm3fNEec,4,10,22,A man is stuffing all kinds of food into his mouth.,cnsjm3fNEec_4_10,1
46546,5x_OGEdO6Z8,0,21,32,A little girl is doing her hair.,5x_OGEdO6Z8_0_21,1
46616,Hu9Sq1RvuoA,19,62,39,A man is performing yoga.,Hu9Sq1RvuoA_19_62,1
46755,Q7H9mI9dtMY,20,34,312,A woman is filling a pitcher with water.,Q7H9mI9dtMY_20_34,1
46823,9IrWyZ0KZuk,160,166,41,A man is playing an electric guitar.,9IrWyZ0KZuk_160_166,1
46885,FXWdmIHXS_U,3,10,49,Someone is playing an electric keyboard.,FXWdmIHXS_U_3_10,1
46946,v_tGw5gwlEw,136,152,167,A woman in a bikini is lying down while a puppet is dancing on her abdomen.,v_tGw5gwlEw_136_152,1
46991,XOAgUVVwKEA,8,20,31,A child is eating spaghetti with his or her fingers.,XOAgUVVwKEA_8_20,1
47073,AXL1oMdCFUM,45,59,95,A man appears to be plowing a rice field with a plow being pulled by two oxen.,AXL1oMdCFUM_45_59,1
47162,lFyPUgJCmtU,100,110,21,A man jumping rope,lFyPUgJCmtU_100_110,1
47239,G_hxdUG6QXE,23,28,40,A boy is singing and playing a guitar.,G_hxdUG6QXE_23_28,1
47416,qypmR4O1Gwk,0,10,20,Two animals are fighting.,qypmR4O1Gwk_0_10,1
47474,Jag7oTemldY,12,25,26,A man is yelling to animals.,Jag7oTemldY_12_25,1
47588,clpgffj3sUw,1,12,286,Two baby beavers moving about in their play pen.,clpgffj3sUw_1_12,1
47650,z1PEyzk4ADU,8,18,69,"A man, standing at a microphone, is playing the flute.",z1PEyzk4ADU_8_18,1
47701,za-9mBZyNfQ,330,336,32,Two men dancing in their living room.,za-9mBZyNfQ_330_336,1
47771,emblM4a76jg,5,15,42,A boy is playing a key-board.,emblM4a76jg_5_15,1
47886,2L4oELbX8Ms,1,12,60,A woman is speaking in sign language.,2L4oELbX8Ms_1_12,1
48058,aK8liAv-28s,72,82,39,A dragon moving in a room,aK8liAv-28s_72_82,1
48130,LF51fban_x4,300,325,31,A man making a bed in a hotel.,LF51fban_x4_300_325,1
48186,0RWJEOScToE,414,421,930,A man is rinsing a large steak.,0RWJEOScToE_414_421,1
48255,ruNrdmjcNTc,0,5,54,An American flag is waving in the wind.,ruNrdmjcNTc_0_5,1
48358,Jfu-WkuCgD0,140,150,70,Someone is holding and pointing to a sesame seed bun.,Jfu-WkuCgD0_140_150,1
48412,K1ZM0LSLVw8,481,487,98,A man is scooping the seeds out of what appears to be half of a peeled cucumber.,K1ZM0LSLVw8_481_487,1
48523,ecVwxlXc1PQ,0,12,102,A man is lifting weights.,ecVwxlXc1PQ_0_12,1
48620,Okg8QYhdtvU,48,53,71,A knife is being sharpened,Okg8QYhdtvU_48_53,1
48951,ACK7SekJWts,140,150,34,A man puts together a gun.,ACK7SekJWts_140_150,1
49010,9WpJxn-2h1o,122,150,26,An old man is sitting in a chair reading the newspaper.,9WpJxn-2h1o_122_150,1
49195,JsmHZlUgf1w,0,21,36,A small dog playing in the grass.,JsmHZlUgf1w_0_21,1
49267,Td29-SApubM,48,57,38,A Polar Bear pup looks into the mirror.,Td29-SApubM_48_57,1
49325,OKBLPpAPp9c,2,17,46,A person is drawing on a piece of paper.,OKBLPpAPp9c_2_17,1
49437,9BScZRpF7SI,31,36,92,A boy sitting at a picnic table watches a man hurdle over the table and do a back flip.,9BScZRpF7SI_31_36,1
49531,-Cv5LsqKUXc,17,25,47,A man is slicing strawberry,-Cv5LsqKUXc_17_25,1
49591,DIToA1dDwGQ,32,42,54,"A woman, with one arm raised, is riding an elephant.",DIToA1dDwGQ_32_42,1
49695,SRzoLVNgHoI,56,66,43,Three women are dancing outside.,SRzoLVNgHoI_56_66,1
49815,drsPD5fI1IA,170,180,48,A older Jewish man slowly speaking.,drsPD5fI1IA_170_180,1
49879,eKtsMfmQ_0s,61,68,79,a man making pizza dough,eKtsMfmQ_0s_61_68,1
49961,WZTGqvbqOFE,28,34,68,Someone rides a bicycle down a street doing a wheelie all the way.,WZTGqvbqOFE_28_34,1
50001,omIPdpxg--4,39,46,35,a woman falling on a sand castle,omIPdpxg--4_39_46,1
50060,I9gLTZY1ouc,142,147,38,a person walking through the woods,I9gLTZY1ouc_142_147,1
50133,mJ9eRvxjLc4,0,16,28,A dog is licking a baby.,mJ9eRvxjLc4_0_16,1
50198,me1D1WZ0yNM,120,124,51,Someone drills a hole in a strip of wood with a power drill.,me1D1WZ0yNM_120_124,1
50249,Y4gaJn0wlDE,0,10,23,A baby rabbit is cleaning its paw.,Y4gaJn0wlDE_0_10,1
50293,u9E9HpuJQ7U,29,43,42,A chef cooking vegtables.,u9E9HpuJQ7U_29_43,1
50361,3zrVqwV29V8,69,76,73,An older boy is seated at a table eating.,3zrVqwV29V8_69_76,1
50410,K2LxyytY3Dw,104,112,66,Two men are karate kicking each other.,K2LxyytY3Dw_104_112,1
50461,7bcV-TL9mho,0,7,24,A group of puppies are going to investigate a cat at the end of a hallway.,7bcV-TL9mho_0_7,1
50587,mbesJaS6vwg,187,195,37,Eggs are being cooked in a pan.,mbesJaS6vwg_187_195,1
50649,9LSuyLyuUiM,3,6,69,A boy removes his sunglasses while he is talking.,9LSuyLyuUiM_3_6,1
50694,q-a6NEotUX8,5,10,64,"Two teams are playing soccer, and one team makes a goal.",q-a6NEotUX8_5_10,1
50746,e40bBP0_AbE,64,67,11,A guy is in water.,e40bBP0_AbE_64_67,1
50805,5JLi7L1Kwp8,23,30,18,A cat is laying down.,5JLi7L1Kwp8_23_30,1
50865,lB1UPJ4leqs,1,6,69,A young girl lying in a bed appears to wake up.,lB1UPJ4leqs_1_6,1
50910,AGRFy5hDQiY,31,38,140,"A young man in swimming trunks is pole dancing, when he falls into the lake hitting his head on the side of a boat.",AGRFy5hDQiY_31_38,1
51021,Hd-NeIhbYGc,43,48,50,A woman is riding a horse in a pasture.,Hd-NeIhbYGc_43_48,1
51058,suj4VNfZz5E,33,50,28,A man is slicing carrots.,suj4VNfZz5E_33_50,1
51138,f_CvW22Eauc,16,23,137,A man in a formal white suit is walking the floor while a woman is sitting in a chair.,f_CvW22Eauc_16_23,1
51297,nULE40HEWpA,5,11,80,Someone is petting a tiny kitten who is chewing on a string.,nULE40HEWpA_5_11,1
51414,iTA0rWPE4nY,17,23,81,A man washes his hands in a bathroom sink and dries them on a towel hanging over a shower stall.,iTA0rWPE4nY_17_23,1
51477,5PpPOGU_0aA,65,75,1584,A couple are conversing in a gazebo.,5PpPOGU_0aA_65_75,1
51540,HkuOqWzXYVg,0,12,389,A baby otter moves about in his glass cage.,HkuOqWzXYVg_0_12,1
51631,_9iG5Ge01PM,3,11,37,A kitten moves about.,_9iG5Ge01PM_3_11,1
51695,wON-YuA1GjA,3,63,41,A woman is slicing a cucumber.,wON-YuA1GjA_3_63,1
51756,1pw5ZdRhiig,50,59,22,A man is playing a flute.,1pw5ZdRhiig_50_59,1
51809,TsagxA4DKuc,28,41,17,A man is sweeping a room.,TsagxA4DKuc_28_41,1
51884,X4yzrIc072w,4,20,30,A guy is playing the guitar.,X4yzrIc072w_4_20,1
52003,DJWmm_Q9WvY,1,25,22,A brown cow is eating grass in an open field.,DJWmm_Q9WvY_1_25,1
52078,fF89MasBFLw,321,326,51,A young woman is putting stickers all over her face.,fF89MasBFLw_321_326,1
52186,GtrTNldo0LI,33,46,59,A person is shredding carrots.,GtrTNldo0LI_33_46,1
52334,zH4v_DClIoc,3,28,110,A man shoots in a practice range.,zH4v_DClIoc_3_28,1
52391,05gNigkqfNU,24,32,34,a person cutting a potato,05gNigkqfNU_24_32,1
52514,g9aZcaEg7iY,0,9,30,A guy tumbles down the stairs and then gets up.,g9aZcaEg7iY_0_9,1
52582,4R-tumAGrtU,12,22,28,A woman is shooting a hand gun.,4R-tumAGrtU_12_22,1
52709,gbUhorqLCzU,10,23,121,A man is riding an elephant that is kicking out with first it's right foot and then it's left foot.,gbUhorqLCzU_10_23,1
52761,953PkxFNiko,82,85,41,A man close up with crooked teeth speaks.,953PkxFNiko_82_85,1
52872,nPj6EcVGoUY,7,15,102,A dog is playing with a fly on the floor.,nPj6EcVGoUY_7_15,1
52952,Cxxx6wJ1jNo,0,10,79,Someone is holding a newborn kitten.,Cxxx6wJ1jNo_0_10,1
53175,Gh4Beb8StFM,29,50,675,A boy pops and locks onstage.,Gh4Beb8StFM_29_50,1
53241,A_nCfAbXjoM,8,56,38,A woman rides a donkey.,A_nCfAbXjoM_8_56,1
53317,3ftaoFnhTyY,140,150,69,Someone is steering a car and is driving down roads making turns.,3ftaoFnhTyY_140_150,1
53362,hXn7D6-AAMA,0,9,57,A baby sloth moving about in a container.,hXn7D6-AAMA_0_9,1
53485,EiylMb_mWk4,2,20,207,A guy is singing while playing his guitar.,EiylMb_mWk4_2_20,1
53550,C2rDp6FnbP0,10,17,60,A man sitting on a stool at a microphone is playing a guitar.,C2rDp6FnbP0_10_17,1
53789,oRBgVOiZVsc,16,22,49,A woman is sitting on a couch playing a guitar and singing.,oRBgVOiZVsc_16_22,1
53844,sFExO_PW22s,10,18,67,Two large fish are swimming opposite directions in the ocean.,sFExO_PW22s_10_18,1
53886,-vg3vR86fu0,1,6,47,A boy rides a bike.,-vg3vR86fu0_1_6,1
53999,pGsU4FekJQM,10,18,51,A dog is staying rolled over.,pGsU4FekJQM_10_18,1
54289,fGc6_D0JEIQ,31,46,14,Three men are dancing.,fGc6_D0JEIQ_31_46,1
54352,ub-aYLzCF_Q,1,10,34,Two boys are playing with a float in a pool.,ub-aYLzCF_Q_1_10,1
54428,VLBsAPZ2DDE,34,41,23,A boy gets knocked down by a dog.,VLBsAPZ2DDE_34_41,1
54584,pGCRurvXQGM,45,56,41,A guy riding a scooter wipes out.,pGCRurvXQGM_45_56,1
54652,2jXxtQRy47A,30,38,24,The wolves and bear are chasing each other.,2jXxtQRy47A_30_38,1
54708,UDwvax7K57c,28,35,25,A cat jumps in a bag.,UDwvax7K57c_28_35,1
54773,i3cHNObcEh8,0,10,61,A cat is eating a small wedge of watermelon.,i3cHNObcEh8_0_10,1
54834,OvRmRN1-O0Q,21,25,77,Two women in nightgowns are running from some kind of monster.,OvRmRN1-O0Q_21_25,1
54884,O_NWtDShLeg,21,25,67,A woman is watching a man fill up the gas tank of a car.,O_NWtDShLeg_21_25,1
54924,EBWPZIjtnTM,1,6,16,a lady talking on the phone,EBWPZIjtnTM_1_6,1
54985,-DRy7rBg0IQ,31,37,21,a girl swimming under water,-DRy7rBg0IQ_31_37,1
55091,4PcL6-mjRNk,47,55,182,A small dog carries a tennis ball.,4PcL6-mjRNk_47_55,1
55168,L8h2DazQZJY,0,10,101,A girl is riding a horse and jumping barriers.,L8h2DazQZJY_0_10,1
55233,zlS1_zBYluY,15,21,86,A panda is climbing up a fallen tree trunk.,zlS1_zBYluY_15_21,1
55282,DKZg4kIEa0A,31,36,40,A boy is riding a skateboard.,DKZg4kIEa0A_31_36,1
55350,b-d-CxHaKGU,10,30,44,A teacher explaining a math problem.,b-d-CxHaKGU_10_30,1
55411,ApYvvQK7bBc,6,32,38,A man is doing arm lunges on a machine at a gym.,ApYvvQK7bBc_6_32,1
55531,GPT4vUwlrXY,1,10,47,A boy is checking a calendar.,GPT4vUwlrXY_1_10,1
55583,jZ8X8e7eRVk,24,27,54,A elephant eating by the fence.,jZ8X8e7eRVk_24_27,1
55682,oDcd2JbOyzg,38,55,42,slicing onions into little pieces,oDcd2JbOyzg_38_55,1
55756,5zkCnHUnoYY,69,74,114,"A young woman, standing in front of louvered doors in her bra, is brushing her hair.",5zkCnHUnoYY_69_74,1
55806,NoCgvH4xZHo,240,251,59,A woman is cooking pineapple slices in a pan on a grill using tongs.,NoCgvH4xZHo_240_251,1
55850,a8PAY4rvzRM,1,10,37,A rooster playing with a dead animal,a8PAY4rvzRM_1_10,1
55918,FwCmcZpkk-k,22,32,120,"A woman and a man are seated at a small table eating sandwiches, sipping cokes through straws, and conversing.",FwCmcZpkk-k_22_32,1
55975,toE0QYZzJKE,1,8,76,A baby is cleaning,toE0QYZzJKE_1_8,1
56041,6vSKIUGGLvY,81,87,142,A woman is lying on top of a man at the bow of a canoe while two other people are paddling with their hands.,6vSKIUGGLvY_81_87,1
56082,3I9tSDU-OSk,17,22,37,A toddler is flapping it's arms on a chair.,3I9tSDU-OSk_17_22,1
56154,q7pOFn8s4zc,27,36,85,A man riding a female on  his bicycle.,q7pOFn8s4zc_27_36,1
56260,MqS82kBtUHQ,0,12,136,A dog is laying in front of a mirror looking at it's reflection.,MqS82kBtUHQ_0_12,1
56394,3qqEKTPxLNs,1,15,55,A baby teethes on a pacifier.,3qqEKTPxLNs_1_15,1
56465,-_aaMGK6GGw,57,61,21,A man grabs a boy.,-_aaMGK6GGw_57_61,1
56577,rVFJzN20jhQ,27,32,91,A shirtless man breaks a vase over a boy's head.,rVFJzN20jhQ_27_32,1
56625,s6QwbmWbSmw,18,24,64,A man lifts up the back of a white car and puts it back down.,s6QwbmWbSmw_18_24,1
56683,ZbtpcGi2DWY,56,62,15,A polar bear is walking on snow.,ZbtpcGi2DWY_56_62,1
56736,QjI3Y8ZKSqs,30,38,43,A woman does her laundry on the lake.,QjI3Y8ZKSqs_30_38,1
56859,rKF0ZW34FRk,41,54,86,a man riding a bike on a half pipe,rKF0ZW34FRk_41_54,1
56919,NKtfKR4GNjU,0,20,49,A boy playing baseball.,NKtfKR4GNjU_0_20,1
57060,Gn4Iv5ARIXc,37,40,81,A airplane takes off and the scene flashes to a man with his harem.,Gn4Iv5ARIXc_37_40,1
57167,LqPIBHAmt4E,22,30,30,A man is playing guitar.,LqPIBHAmt4E_22_30,1
57224,Q6HuQEIJqcA,9,16,37,Two puppies are wrestling on top of newspaper.,Q6HuQEIJqcA_9_16,1
57350,jdAbpLooDgM,10,15,68,"A man does the moonwalk with a kart, while shopping.",jdAbpLooDgM_10_15,1
57403,q5ZRMvjzhXQ,15,29,23,a baby eating food,q5ZRMvjzhXQ_15_29,1
57475,uppFvcVwqqY,5,15,22,a old man playing the piano with his head,uppFvcVwqqY_5_15,1
57602,Goj131_GxYs,2,7,84,Someone in a riding habit is riding a white horse in a fenced-in area.,Goj131_GxYs_2_7,1
57767,dabI5gfaFm4,19,25,43,A man cuts a potato.,dabI5gfaFm4_19_25,1
57831,eyhzdC936uk,15,27,100,a boy playing with dog,eyhzdC936uk_15_27,1
